MalfunctionDate,NotificationNo,NotificationSO,CustomerName,NotificationSubject,EmployeeName,Status
6/28/2013 5:00:40 PM,000100660476,000300525849,Faculty Of Medicine Chiengmai Unive,"6T/2Yrs.Somte,ScanLT.snTK0024.Nakornthon",Supan_j,Assigned
6/5/2013 5:07:21 PM,000700142235,000200335838,Saraburi Hospital,3T/1Y.EEG.sn.OI0191.Saraburi Hos.,Supan_j,Assigned
6/28/2013 5:54:06 PM,000100660503,000300529051,Mongkutwattana Hospital,8T/2Yrs.DPX.sn.151574.Mongkutwattana Hos,Supan_j,Assigned
6/28/2013 4:57:53 PM,000700142280,000200337344,Nonthavej Hospital Public,9T/3Yrs.EEG.sn.QF0063.Nonthavej Hos.,Supan_j,Assigned
6/12/2013 3:18:39 PM,000100658005,000300521049,Chulalongkorn Hospital,"9T/3Yrs.Grael 2,Somte 2.Chula Hos.",Supan_j,Assigned
6/27/2013 10:01:23 AM,000100660157,000200348834,Rajchaburi Hospital,"CPU,USB,Hub,slow boots.",Supan_j,Assigned
6/6/2013 12:00:04 PM,000100657123,000300526110,Chiangraiprachanuchro Hospital,4T/1Y.EEG.4 ChieangraiPrachanukhao.,Supan_j,Assigned
6/12/2013 2:52:38 PM,000100658004,000300521517,Chulalongkorn Hospital,12T/4Yrs.Grael & Nexus.9units.Chula Hos.,Supan_j,Assigned
6/28/2013 5:48:53 PM,000700142281,000200343773,Prachachuen Imaging Center Co;Ltd.,"3T/1Y.DPX.151242,Ach.5743MRI.Prachachuen",Supan_j,Assigned
6/26/2013 9:54:13 AM,000100659937,000700098784,Jebsen & Jessen Technology (T) Ltd,Test Propalm.rent unit.Rama Hos.,Supan_j,In Process
6/13/2013 6:22:56 PM,000700142259,000200338014,"Thepthanyapa Co., Ltd.",8T/2Yrs.Prodigy sn.16427.Theptharin Hos.,Supan_j,Finish
6/12/2013 11:13:45 AM,000100657953,000300517471,Bangkok Dusit Medical Services,6T/2Yrs.Nexus.VH0091.BKK.,Supan_j,Finish
6/6/2013 12:24:22 PM,000200055686,000700095889,Jebsen & Jessen Technology (T) Ltd,15T/5Yrs.DPX.SN151499.Rent.BKK-RATCHASIM,Supan_j,Finish
6/5/2013 4:03:38 PM,000100657020,000300533244,Chulalongkorn Hospital,,Supan_j,Finish
6/11/2013 2:01:47 PM,000100657825,000300533887,"Paolo Medic Co.,Ltd.",PSG install.review,Supan_j,Finish
6/12/2013 11:21:47 AM,000100657954,000300516692,Bangkok Dusit Medical Services,"6T/2Yrs.Grael,sn.VH0086,VH0088.BKK-Hos.",Supan_j,Finish
6/19/2013 11:50:43 AM,000100659022,000300534815,"Praram 9  Hospital Co., Ltd.",Grael sn.VL0192 -Set Font Report,Supan_j,Finish
6/6/2013 12:09:52 PM,000100657127,000200347033,Bangkok Ratchasima  Hospital,eeg.impedance hight.,Supan_j,Finish
6/14/2013 2:42:50 PM,000100658471,000300534369,Faculty Of Medicine Chiengmai Unive,ติดตั้ง VDO+ รถเข็น เพิ่มเติม,Supan_j,Finish
6/14/2013 10:20:29 AM,000100658355,000700098479,Jebsen & Jessen Technology (T) Ltd,Nexus PSG.SW.Hang.Rama.Hospital,Supan_j,Finish
6/6/2013 12:34:14 PM,000200055687,000700095916,Jebsen & Jessen Technology (T) Ltd,PM.9T/3Y.DPX.Pro.sn15064.Rent.Mahachai1,Supan_j,Finish
