MalfunctionDate,NotificationNo,NotificationSO,CustomerName,NotificationSubject,EmployeeName,Status
4/1/2013 8:57:25 AM,000300127175,000300511948,Pantai Hospital Klang,1ST WARR SVC-CARESCAPE V100-PANTAI KLANG,jegan_naidu,Assigned
4/16/2013 3:06:04 PM,000200054936,000700097036,Sime Darby Medical Centre,INSTALL/T&C-GYNE CHAIR-SIME DARBY PARK C,jegan_naidu,Assigned
4/1/2013 3:05:41 PM,000300115420,000300492539,Pantai Hospital Klang,FINAL WARR SVC-C/SCAPE V100-PANTAI KLANG,jegan_naidu,Assigned
4/1/2013 3:54:45 PM,000300114769,000300490705,Pantai Hospital Klang,FINAL WARR SVC-CORO172-PANTAI KLANG,jegan_naidu,Assigned
4/1/2013 5:18:38 PM,000300127150,000300511929,Pantai Hospital Klang,1ST WARR SVC-RESPONDER 2000-PANTAI KLG,jegan_naidu,Finish
4/1/2013 3:05:41 PM,000300115419,000300492539,Pantai Hospital Klang,FINAL WARR SVC-C/SCAPE V100-PANTAI KLANG,jegan_naidu,Finish
4/1/2013 2:27:39 PM,000300115414,000300492529,Pantai Hospital Klang,FINAL WARR SVC-MAC 1200-PANTAI KLANG,jegan_naidu,Finish
4/1/2013 3:27:24 PM,000300115754,000300492920,Pantai Hospital Klang,FINAL WAR SVC-DASH 2500-PANTAI KLANG,jegan_naidu,Finish
4/1/2013 8:57:25 AM,000300127173,000300511948,Pantai Hospital Klang,1ST WARR SVC-CARESCAPE V100-PANTAI KLANG,jegan_naidu,Finish
4/1/2013 3:05:41 PM,000300115418,000300492539,Pantai Hospital Klang,FINAL WARR SVC-C/SCAPE V100-PANTAI KLANG,jegan_naidu,Finish
4/24/2013 9:16:00 AM,000100651117,000300528856,Healthtronics (M) Sdn Bhd,LULLABY-FAULTY-H.CHANGKAT MELINTANG,jegan_naidu,Finish
4/1/2013 3:27:24 PM,000300115753,000300492920,Pantai Hospital Klang,FINAL WAR SVC-DASH 2500-PANTAI KLANG,jegan_naidu,Finish
